ID,Company Name,Slug,Website,HQ / Primary Office,Country / Region,Regulatory / License Notes,FluidRWA Segment,Services Offered,Asset Classes / Use Cases,Digital Asset / Tokenization Signal,Best For,Investor Types Served,Geographic Coverage,Likely Minimum Deal Size,FluidRWA Priority,Criteria Met,Verification Status,Suggested Listing Description,Source URLs,Codex Add?,Manual Notes
70,BNP Paribas Securities,bnp-paribas-securities,https://cib.bnpparibas,Paris,France,Global bank broker-dealer entities,Investment Bank,"Global markets, securities services, investment banking","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",European institutional distribution,European and global issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily France,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"BNP Paribas Securities is a investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for european and global issuers, with services including global markets, securities services, investment banking.",https://cib.bnpparibas | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
71,Societe Generale CIB,societe-generale-cib,https://wholesale.banking.societegenerale.com,Paris,France,Global bank broker-dealer entities,Investment Bank,"Investment banking, markets, securities services, structured finance","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",European capital markets distribution,European institutional issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily France,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Societe Generale CIB is a investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for european institutional issuers, with services including investment banking, markets, securities services, structured finance.",https://wholesale.banking.societegenerale.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
72,Jefferies,jefferies,https://www.jefferies.com,"New York, NY",United States,Global investment bank / broker-dealer,Investment Bank,"Investment banking, equities, fixed income, capital markets","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Strong middle-market and institutional distribution,Growth companies and asset managers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,High,regulated/licensed capital markets entity; relevant to private markets/RWA distribution; high buyer-fit for FluidRWA,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Jefferies is a investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for growth companies and asset managers, with services including investment banking, equities, fixed income, capital markets.",https://www.jefferies.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
73,Cantor Fitzgerald,cantor-fitzgerald,https://www.cantor.com,"New York, NY",United States,Broker-dealer / investment bank,Investment Bank,"Capital markets, investment banking, fixed income, prime brokerage","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Digital asset/tokenization adjacency through market activity,Institutional issuers and trading,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,High,regulated/licensed capital markets entity; relevant to private markets/RWA distribution; high buyer-fit for FluidRWA,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Cantor Fitzgerald is a investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for institutional issuers and trading, with services including capital markets, investment banking, fixed income, prime brokerage.",https://www.cantor.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
74,Piper Sandler,piper-sandler,https://www.pipersandler.com,"Minneapolis, MN",United States,Investment bank / broker-dealer,Investment Bank,"Investment banking, public finance, equities, fixed income","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Middle-market capital markets,"Financial services, fintech and healthcare issuers","Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Piper Sandler is a investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for financial services, fintech and healthcare issuers, with services including investment banking, public finance, equities, fixed income.",https://www.pipersandler.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
75,Guggenheim Securities,guggenheim-securities,https://www.guggenheimsecurities.com,"New York, NY",United States,Investment bank / broker-dealer,Investment Bank,"Investment banking, capital markets, advisory, sales and trading","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Institutional capital markets distribution,Middle-market and large issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Guggenheim Securities is a investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for middle-market and large issuers, with services including investment banking, capital markets, advisory, sales and trading.",https://www.guggenheimsecurities.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
76,RBC Capital Markets,rbc-capital-markets,https://www.rbccm.com,Toronto,Canada,Global bank broker-dealer entities,Investment Bank,"Investment banking, markets, fixed income, equities, advisory","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",North American/global distribution,Institutional issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily Canada,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"RBC Capital Markets is a investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for institutional issuers, with services including investment banking, markets, fixed income, equities, advisory.",https://www.rbccm.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
77,BMO Capital Markets,bmo-capital-markets,https://capitalmarkets.bmo.com,Toronto,Canada,Global bank broker-dealer entities,Investment Bank,"Investment banking, markets, treasury, research","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",North American/global distribution,Institutional and middle-market issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily Canada,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"BMO Capital Markets is a investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for institutional and middle-market issuers, with services including investment banking, markets, treasury, research.",https://capitalmarkets.bmo.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
78,Mizuho Securities,mizuho-securities,https://www.mizuhogroup.com,Tokyo,Japan,Global bank broker-dealer entities,Investment Bank,"Investment banking, capital markets, sales and trading","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Japan/US institutional distribution,Cross-border issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily Japan,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Mizuho Securities is a investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for cross-border issuers, with services including investment banking, capital markets, sales and trading.",https://www.mizuhogroup.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
79,Nomura Securities,nomura-securities,https://www.nomura.com,Tokyo,Japan,Global broker-dealer / investment bank,Investment Bank,"Investment banking, global markets, wealth management","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Asia and global capital markets distribution,Asia-focused institutional issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily Japan,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Nomura Securities is a investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for asia-focused institutional issuers, with services including investment banking, global markets, wealth management.",https://www.nomura.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
80,SMBC Nikko Securities,smbc-nikko-securities,https://www.smbcnikko.co.jp/en,Tokyo,Japan,Broker-dealer / securities company,Investment Bank,"Investment banking, securities brokerage, capital markets","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Japan capital markets access,Japan and Asia issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily Japan,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"SMBC Nikko Securities is a investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for japan and asia issuers, with services including investment banking, securities brokerage, capital markets.",https://www.smbcnikko.co.jp/en | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
81,Macquarie Capital,macquarie-capital,https://www.macquarie.com,Sydney,Australia,Global financial services / securities entities,Investment Bank,"Infrastructure, renewables, advisory, capital markets, asset management","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Real asset and infrastructure relevance,Infrastructure and real asset issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily Australia,Not publicly standardized; verify with firm,High,regulated/licensed capital markets entity; relevant to private markets/RWA distribution; high buyer-fit for FluidRWA,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Macquarie Capital is a investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for infrastructure and real asset issuers, with services including infrastructure, renewables, advisory, capital markets, asset management.",https://www.macquarie.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
82,Houlihan Lokey,houlihan-lokey,https://hl.com,"Los Angeles, CA",United States,Investment bank / broker-dealer entities,Boutique Investment Bank,"M&A, capital markets, restructuring, valuation","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Private capital and middle-market relevance,Middle-market companies and funds,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Houlihan Lokey is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for middle-market companies and funds, with services including m&a, capital markets, restructuring, valuation.",https://hl.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
83,Evercore,evercore,https://www.evercore.com,"New York, NY",United States,Investment bank / broker-dealer entities,Boutique Investment Bank,"Advisory, capital markets, private funds, wealth management","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Institutional private markets distribution,Large and mid-market issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,High,regulated/licensed capital markets entity; relevant to private markets/RWA distribution; high buyer-fit for FluidRWA,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Evercore is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for large and mid-market issuers, with services including advisory, capital markets, private funds, wealth management.",https://www.evercore.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
84,Lazard,lazard,https://www.lazard.com,"New York, NY",United States,Investment bank / regulated entities,Boutique Investment Bank,"Financial advisory, asset management, private capital advisory","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Institutional distribution and advisory,Private capital and corporate issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Lazard is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for private capital and corporate issuers, with services including financial advisory, asset management, private capital advisory.",https://www.lazard.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
85,Moelis & Company,moelis-company,https://www.moelis.com,"New York, NY",United States,Investment bank / broker-dealer entities,Boutique Investment Bank,"Advisory, capital markets, private funds advisory","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Private capital and middle-market distribution,Private fund managers and corporates,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,High,regulated/licensed capital markets entity; relevant to private markets/RWA distribution; high buyer-fit for FluidRWA,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Moelis & Company is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for private fund managers and corporates, with services including advisory, capital markets, private funds advisory.",https://www.moelis.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
86,PJT Partners,pjt-partners,https://www.pjtpartners.com,"New York, NY",United States,Investment bank / broker-dealer entities,Boutique Investment Bank,"Strategic advisory, restructuring, Park Hill private funds","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Private capital fundraising relevance,Private funds and corporates,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,High,regulated/licensed capital markets entity; relevant to private markets/RWA distribution; high buyer-fit for FluidRWA,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"PJT Partners is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for private funds and corporates, with services including strategic advisory, restructuring, park hill private funds.",https://www.pjtpartners.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
87,Lincoln International,lincoln-international,https://www.lincolninternational.com,"Chicago, IL",United States,Investment bank / broker-dealer entities,Boutique Investment Bank,"M&A, debt advisory, capital advisory, private funds","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Middle-market capital advisory,Middle-market and private companies,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Lincoln International is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for middle-market and private companies, with services including m&a, debt advisory, capital advisory, private funds.",https://www.lincolninternational.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
88,Harris Williams,harris-williams,https://www.harriswilliams.com,"Richmond, VA",United States,Investment bank / broker-dealer entities,Boutique Investment Bank,M&A advisory for middle-market companies,"Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Middle-market sponsor network,Private equity-backed businesses,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Harris Williams is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for private equity-backed businesses, with services including m&a advisory for middle-market companies.",https://www.harriswilliams.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
89,William Blair,william-blair,https://www.williamblair.com,"Chicago, IL",United States,Broker-dealer / investment bank,Boutique Investment Bank,"Investment banking, asset management, private wealth","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Growth and middle-market distribution,Growth companies and asset managers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"William Blair is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for growth companies and asset managers, with services including investment banking, asset management, private wealth.",https://www.williamblair.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
90,D.A. Davidson,d-a-davidson,https://www.dadavidson.com,"Great Falls, MT",United States,Broker-dealer / investment bank,Boutique Investment Bank,"Wealth, capital markets, investment banking, fixed income","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Regional wealth and capital markets,Middle-market issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"D.A. Davidson is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for middle-market issuers, with services including wealth, capital markets, investment banking, fixed income.",https://www.dadavidson.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
91,Brown Gibbons Lang & Company,brown-gibbons-lang-company,https://www.bglco.com,"Cleveland, OH",United States,Investment bank / broker-dealer entities,Boutique Investment Bank,"M&A, capital markets, financial restructuring","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Middle-market capital raising,Middle-market companies,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Brown Gibbons Lang & Company is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for middle-market companies, with services including m&a, capital markets, financial restructuring.",https://www.bglco.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
92,Cascadia Capital,cascadia-capital,https://www.cascadiacapital.com,"Seattle, WA",United States,Investment bank / broker-dealer entities,Boutique Investment Bank,"M&A, capital raising, growth advisory","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Growth company and tech capital markets,Technology and growth companies,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Cascadia Capital is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for technology and growth companies, with services including m&a, capital raising, growth advisory.",https://www.cascadiacapital.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
93,Canaccord Genuity,canaccord-genuity,https://www.canaccordgenuity.com,Vancouver,Canada,Global investment bank / broker-dealer entities,Boutique Investment Bank,"Investment banking, wealth management, capital markets","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Growth company and public/private capital markets,Growth issuers and asset managers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily Canada,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Canaccord Genuity is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for growth issuers and asset managers, with services including investment banking, wealth management, capital markets.",https://www.canaccordgenuity.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
94,Cowen / TD Cowen,cowen-td-cowen,https://www.tdsecurities.com,"New York, NY",United States,Broker-dealer / investment bank,Boutique Investment Bank,"Investment banking, markets, research, healthcare/tech focus","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Growth and sector distribution,"Healthcare, tech and growth companies","Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Cowen / TD Cowen is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for healthcare, tech and growth companies, with services including investment banking, markets, research, healthcare/tech focus.",https://www.tdsecurities.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
95,Needham & Company,needham-company,https://www.needhamco.com,"New York, NY",United States,Broker-dealer / investment bank,Boutique Investment Bank,"Investment banking, institutional sales, research, private placements","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Growth company capital markets,Technology and growth companies,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Needham & Company is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for technology and growth companies, with services including investment banking, institutional sales, research, private placements.",https://www.needhamco.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
96,Roth Capital Partners,roth-capital-partners,https://www.roth.com,"Newport Beach, CA",United States,Broker-dealer / investment bank,Boutique Investment Bank,"Investment banking, research, institutional sales, capital markets","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Small/mid-cap growth distribution,Growth and emerging companies,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Roth Capital Partners is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for growth and emerging companies, with services including investment banking, research, institutional sales, capital markets.",https://www.roth.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
97,Maxim Group,maxim-group,https://www.maximgrp.com,"New York, NY",United States,Broker-dealer / investment bank,Boutique Investment Bank,"Investment banking, equity research, sales and trading, wealth management","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Small/mid-cap capital markets,Emerging growth issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Maxim Group is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for emerging growth issuers, with services including investment banking, equity research, sales and trading, wealth management.",https://www.maximgrp.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
98,Benchmark Company,benchmark-company,https://www.benchmarkcompany.com,"New York, NY",United States,Broker-dealer / investment bank,Boutique Investment Bank,"Investment banking, institutional brokerage, research","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Growth company capital markets,Technology and media issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Benchmark Company is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for technology and media issuers, with services including investment banking, institutional brokerage, research.",https://www.benchmarkcompany.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
99,H.C. Wainwright,h-c-wainwright,https://hcwco.com,"New York, NY",United States,Broker-dealer / investment bank,Boutique Investment Bank,"Investment banking, equity research, capital markets","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Small-cap public company financing,Life sciences and growth issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"H.C. Wainwright is a boutique investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for life sciences and growth issuers, with services including investment banking, equity research, capital markets.",https://hcwco.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
